customerid,subscription_start_date,subscription_type,renewal_date,plan_type,contract_type,cancellation_date,cancellation_reason,monthly_charges,cltv,churn_score,churn_flag,customer_name,country,state,gender,dob,complaint_date,escalations,csat_score,complaint_count
9490-YJUPM,2023-02-13,Organic,2023-03-15,Standard,Monthly,,,16.82,1138.0,23,0,Riya,Nepal,Kathmandu,Female,1999-09-11,2024-03-02,N,81.0,2.0
1419-JQZAS,2021-02-18,Refferal,2021-03-20,Standard,Monthly,,,13.17,327.0,70,0,Priya,India,Delhi,Male,1980-04-12,2025-08-12,Y,65.0,2.0
8466-YLDHW,2022-11-09,Organic,2022-12-09,Basic,Monthly,,,8.51,514.0,76,0,Pooja,India,Kerala,Male,2006-04-30,,,,
8781-QDDMP,2023-04-09,Refferal,2024-04-08,Premium,Annual,,,20.95,,47,0,Nisha,India,Kerala,Male,2007-08-19,2026-07-15,Y,53.0,4.0
0346-ROACL,2022-06-01,Organic,2022-07-01,Standard,Monthly,2023-04-03,Not Enough Content,12.95,637.0,59,1,Aarav,India,Haryana,Female,1973-07-10,2023-01-06,Y,79.0,1.0
7231-VLHZL,2023-08-15,Referral,2024-08-14,Standard,Annual,,,14.22,,92,0,Aarav,India,Telangana,Female,2003-07-04,2025-12-31,N,89.0,2.0
3170-LAHNX,2023-03-05,Paid,2023-04-04,Standard,Monthly,,,12.03,983.0,26,0,Nisha,India,Telangana,Male,2009-07-09,2025-10-11,N,46.0,1.0
7387-UOCKZ,2025-08-04,Paid,2026-08-04,Premium,Annual,,,22.32,1337.0,64,0,Riya,Nepal,Kathmandu,Female,2005-03-19,2024-06-03,N,53.0,3.0
0464-WRHUV,2022-04-07,Paid,2022-05-07,Standard,Monthly,,,12.39,808.0,50,0,Rahul,India,Delhi,Female,2010-06-30,2023-05-21,N,25.0,1.0
0455-CRZAR,2025-07-03,Organic,2025-08-02,Basic,Monthly,,,4.99,20.0,75,0,Vikram,India,Maharashtra,Female,1994-07-20,2023-08-21,N,54.0,1.0
1385-QQCRX,2023-11-12,Organic,2024-11-11,Standard,Annual,2025-11-19,Poor Streaming Quality,12.68,475.0,69,1,Riya,Nepal,Kathmandu,Male,1991-07-26,2025-11-25,N,22.0,1.0
8636-AGGLD,2021-04-11,Organic,2021-05-11,Basic,Monthly,,,8.72,337.0,49,0,Vivaan,India,Delhi,Male,1995-11-03,2025-08-17,Y,99.0,2.0
8546-UVFAX,2024-06-11,Paid,2025-06-11,Standard,Annual,2026-04-24,Service Quality,15.66,724.0,46,1,Rahul,India,Gujarat,Female,1984-12-03,,,,
2905-RXAAA,2025-08-17,Refferal,2026-08-17,Standard,Annual,,,12.59,954.0,26,0,Rahul,India,West Bengal,Male,1997-09-21,2024-06-22,Y,7.0,1.0
1583-BVPZU,2023-08-04,Organic,2024-08-03,Standard,Annual,,,13.63,824.0,94,0,Sneha,India,Kerala,Male,1996-10-29,2026-06-07,N,77.0,5.0
9631-GHWGB,2024-12-04,Referral,2025-12-04,Basic,Annual,,,6.36,520.0,52,0,Aarav,India,Meghalaya,Male,1973-02-09,2025-01-05,N,52.0,2.0
6698-UZYDU,2025-07-04,Paid,2025-08-03,Standard,Monthly,,,11.96,208.0,3,0,Vivaan,India,Rajasthan,Male,1987-02-26,2026-03-31,N,51.0,2.0
8464-SVVLB,2023-07-18,Organic,2023-08-17,Premium,Monthly,2025-06-22,Too Expensive,,,56,1,Rohan,India,West Bengal,Male,1975-12-14,,,,
4574-FCDSN,2023-09-04,Organic,2024-09-03,Basic,Annual,2023-11-08,Not Enough Content,6.92,462.0,90,1,Priya,India,Nagaland,Male,1999-04-15,2026-01-15,N,23.0,3.0
5408-TOQCW,2025-09-21,Paid,2025-10-21,Basic,Monthly,2026-03-11,Poor Support,8.76,,69,1,Arjun,India,Haryana,Male,2003-04-03,2025-12-08,N,87.0,3.0
4500-EVTBF,2025-12-23,Paid,2026-12-23,Standard,Annual,,,14.51,1018.0,70,0,Rahul,India,Punjab,Female,2001-10-05,2023-05-03,N,16.0,1.0
0181-HCSNZ,2023-05-23,Paid,2023-06-22,Standard,Monthly,2023-10-19,Service Quality,8.46,740.0,52,1,Riya,India,Karnataka,Female,2007-07-04,2024-03-14,Y,34.0,1.0
7499-PNBBQ,2022-11-03,Paid,2023-11-03,Basic,Annual,2025-10-17,Switched To Competitor,4.99,206.0,58,1,Priya,India,Nagaland,Female,1977-06-13,2025-12-14,N,10.0,2.0
0067-BFWLS,2024-06-24,Organic,2024-07-24,Standard,Monthly,2025-08-05,Forgot To Cancel Trial,10.83,1082.0,23,1,Sanjay,India,Delhi,Female,1991-09-27,2024-12-18,N,58.0,2.0
4129-EJCUE,2024-06-24,Refferal,2024-07-24,Premium,Monthly,,,22.99,1166.0,17,0,Arjun,India,Kerala,Female,1977-07-04,2024-11-21,N,39.0,2.0
3778-ZPLOU,2021-05-16,Paid,2022-05-16,Premium,Annual,,,21.88,1134.0,45,0,Riya,India,Uttar Pradesh,Female,2010-04-21,2026-05-20,Y,60.0,2.0
2562-QWOLD,2025-11-30,Organic,2026-11-30,Basic,Annual,2026-08-20,Service Quality,6.36,547.0,24,1,Arjun,India,Punjab,Male,1996-01-01,2024-03-05,N,11.0,1.0
2500-YOHKP,2022-03-11,Paid,2022-04-10,Standard,Monthly,,,12.85,1136.0,54,0,Pooja,India,Delhi,Female,1970-06-02,2023-06-18,N,47.0,1.0
5386-SGQLY,2021-11-10,Refferal,2021-12-10,Basic,Monthly,,,,251.0,45,0,Vikram,India,Maharashtra,Female,1976-11-24,,,,
1599-DMNRK,2023-05-03,Referral,2024-05-02,Basic,Annual,,,7.55,484.0,37,0,Aarav,India,Tamil Nadu,Male,2002-03-24,2025-09-21,N,8.0,4.0
9138-MDDZD,2026-03-07,Organic,2026-04-06,Standard,Monthly,2026-06-18,Too Expensive,14.89,492.0,3,1,Amit,India,Meghalaya,Female,2008-12-26,2024-10-30,N,41.0,2.0
9478-HCHPL,2025-04-29,Refferal,2026-04-29,Premium,Annual,,,22.71,1526.0,10,0,Ishita,India,Gujarat,Female,1979-07-04,2023-12-17,N,75.0,1.0
7860-PKQZK,2026-02-27,Paid,2027-02-27,Basic,Annual,,,11.16,502.0,65,0,Kavya,India,Haryana,Female,1993-06-17,2024-06-02,N,68.0,2.0
1554-KVFYP,2025-02-14,Organic,2025-03-16,Basic,Monthly,2025-05-29,Forgot To Cancel Trial,4.99,20.0,6,1,Sanjay,India,Kerala,Male,1999-09-27,2024-07-01,N,31.0,2.0
6024-IXAHK,2022-04-05,Organic,2022-05-05,Standard,Monthly,,,15.18,156.0,45,0,Aarav,India,Punjab,Female,2005-06-18,2026-06-01,N,38.0,3.0
4784-MDFCO,2024-12-06,Organic,2025-01-05,Standard,Monthly,,,15.33,907.0,44,0,Vikram,India,Nagaland,Male,1978-03-23,2026-01-05,N,58.0,1.0
3523-OPSOQ,2024-07-05,Paid,2024-08-04,Basic,Monthly,,,5.05,148.0,98,0,Karan,India,Meghalaya,Male,1976-09-11,2026-02-18,Y,65.0,2.0
5880-QQIGU,2021-09-19,Organic,2022-09-19,Basic,Annual,,,5.87,386.0,84,0,Priya,India,Karnataka,Female,1987-06-25,2023-11-06,Y,86.0,2.0
3442-OFLNQ,2023-06-08,Organic,2023-07-08,Standard,Monthly,2024-12-03,Poor Streaming Quality,15.02,996.0,14,1,Karan,India,West Bengal,Male,1984-10-28,2025-07-22,Y,67.0,2.0
5274-JZNVT,2023-01-28,Organic,2024-01-28,Basic,Annual,,,7.05,303.0,98,0,Sanjay,India,Telangana,Female,1973-02-14,2024-06-30,N,60.0,2.0
5593-XDXWN,2026-07-02,,2027-07-02,Premium,Annual,,,23.04,1312.0,8,0,Riya,India,Rajasthan,Male,2007-12-10,2026-04-25,N,66.0,4.0
7339-NGUGI,2025-10-20,Paid,2025-11-19,Premium,Monthly,,,19.87,1748.0,82,0,Neha,India,Telangana,Male,2008-02-09,2024-02-08,Y,76.0,1.0
5203-VJMBD,2022-11-13,Paid,2023-11-13,Standard,Annual,,,14.77,1254.0,89,0,Aditya,India,Delhi,Male,1994-04-04,2025-11-03,N,17.0,2.0
0582-BWVVB,2026-07-01,Referral,2026-07-31,Standard,Monthly,2026-08-22,Service Quality,15.22,755.0,58,1,Pooja,India,Uttar Pradesh,Female,1993-07-18,2024-07-14,N,66.0,1.0
0798-HOIME,2023-07-03,Organic,2023-08-02,Premium,Monthly,2023-09-13,Poor Streaming Quality,19.83,1599.0,46,1,Amit,India,West Bengal,Male,1975-10-15,2026-03-01,N,11.0,5.0
7313-IBTXA,2021-12-18,Refferal,2022-12-18,Basic,Annual,2025-05-28,Poor Streaming Quality,5.37,657.0,60,1,Vivaan,India,Telangana,Female,1973-11-30,,,,
4379-VSWKJ,2021-07-07,,2021-08-06,Basic,Monthly,,,5.65,405.0,22,0,Ishita,Nepal,Kathmandu,Female,2000-03-21,2026-02-18,N,59.0,5.0
7098-DGPRD,2023-02-01,Organic,2023-03-03,Basic,Monthly,2023-03-23,Poor Support,5.58,97.0,10,1,Ishita,India,Kerala,Male,1989-02-04,2025-07-31,N,64.0,2.0
5094-JNYBZ,2024-09-02,Organic,2024-10-02,,Monthly,,,,621.0,23,0,Aarav,India,Rajasthan,Female,1972-08-30,2026-02-23,N,100.0,2.0
4508-ULIUR,2023-04-05,Organic,2023-05-05,Basic,Monthly,,,8.3,165.0,78,0,Neha,India,Telangana,Female,1982-08-11,2023-09-07,N,28.0,2.0
1460-STKYQ,2022-07-20,Organic,2023-07-20,Premium,Annual,2026-03-04,Too Expensive,22.96,1353.0,3,1,Priya,India,Gujarat,Female,2002-06-08,2026-03-08,N,21.0,2.0
3351-ARFTN,2023-02-14,Referral,2024-02-14,Basic,Annual,,,8.48,335.0,65,0,Sneha,India,Karnataka,Male,2005-04-19,2023-12-22,N,78.0,1.0
4679-ESEKV,2026-04-04,Paid,2027-04-04,Premium,Annual,2026-07-18,Poor Support,20.73,1757.0,16,1,Vivaan,India,Nagaland,Male,1980-11-13,2024-01-29,Y,99.0,1.0
9204-ZYOFV,2024-05-15,Organic,2025-05-15,Standard,Annual,,,14.4,884.0,99,0,Aarav,India,Maharashtra,Female,1999-12-27,2023-02-13,N,17.0,1.0
8020-ZQDNL,2025-07-15,Paid,2026-07-15,Basic,Annual,,,10.77,847.0,36,0,Ananya,India,Meghalaya,Male,1994-11-18,2023-12-12,N,38.0,2.0
8432-KICVT,2023-07-06,Referral,2023-08-05,Premium,Monthly,,,22.38,1347.0,13,0,Arjun,India,Rajasthan,Male,1994-12-08,,,,
0435-LMMXD,2021-06-26,Organic,2022-06-26,Basic,Annual,,,7.9,840.0,78,0,Rohan,India,Tamil Nadu,Male,2010-10-17,2023-02-02,N,77.0,1.0
3079-EGXYB,2022-06-10,Organic,2022-07-10,Standard,Monthly,,,9.66,333.0,21,0,Ananya,India,West Bengal,Female,1970-12-31,2024-01-06,N,70.0,1.0
6329-GFHFM,2022-11-21,Refferal,2022-12-21,Standard,Monthly,,,16.9,938.0,90,0,Sanjay,India,Meghalaya,Female,1990-12-18,2026-07-02,N,41.0,1.0
9955-PSMAC,2021-08-28,Referral,2021-09-27,Premium,Monthly,2025-08-22,Service Quality,25.04,1035.0,97,1,Sanjay,India,Tamil Nadu,Female,2002-12-31,2025-01-31,N,66.0,2.0
2706-GVVWQ,2021-05-20,Paid,2022-05-20,Premium,Annual,,,26.18,1631.0,5,0,Pooja,Nepal,Kathmandu,Female,2004-06-01,2025-02-02,Y,18.0,1.0
5571-QKRUT,2024-03-31,Organic,2024-04-30,Standard,Monthly,,,14.18,1150.0,75,0,Rohan,India,Rajasthan,Female,1983-03-07,2026-03-26,N,39.0,2.0
6146-BSJTO,2023-05-07,Paid,2023-06-06,Premium,Monthly,,,21.61,1380.0,69,0,Amit,India,Haryana,Male,2000-10-13,2025-12-04,N,36.0,2.0
8813-IYVIM,2023-06-13,Organic,2024-06-12,Basic,Annual,,,8.31,308.0,13,0,Pooja,India,Telangana,Female,2006-03-30,2025-12-27,N,50.0,2.0
5324-TRWJN,2021-09-22,Referral,2021-10-22,Standard,Monthly,2025-01-09,Poor Support,15.53,1134.0,39,1,Sanjay,India,Haryana,Male,1988-08-03,2024-09-04,Y,71.0,2.0
4321-XHPDW,2023-07-21,Referral,2023-08-20,Standard,Monthly,2025-12-18,Not Enough Content,16.28,930.0,85,1,Neha,India,Rajasthan,Male,1998-06-24,2025-10-31,N,56.0,1.0
3856-IPMWN,2021-12-25,Organic,2022-12-25,Standard,Annual,,,16.97,990.0,77,0,Arjun,India,Karnataka,Female,1999-08-21,2026-01-08,N,63.0,1.0
5181-CAKZX,2023-07-29,Organic,2023-08-28,Basic,Monthly,,,8.54,666.0,9,0,Ishita,Nepal,Kathmandu,Female,1974-11-09,2024-12-21,N,14.0,2.0
6298-QKEAI,2022-02-17,Organic,2023-02-17,Standard,Annual,2026-08-29,Switched To Competitor,14.18,1042.0,97,1,Amit,Nepal,Kathmandu,Female,1977-06-08,2024-05-06,N,99.0,2.0
3180-EGAPY,2025-08-28,Paid,2026-08-28,Basic,Annual,,,10.11,391.0,74,0,Neha,India,Karnataka,Male,1991-03-25,2023-03-02,N,33.0,1.0
6914-LKHDP,2024-04-05,Paid,2025-04-05,Premium,,2025-02-28,Too Expensive,22.1,1980.0,27,1,Nisha,India,Rajasthan,Male,1978-11-20,2026-04-03,N,51.0,1.0
5675-AKHES,2023-05-23,Organic,2023-06-22,Standard,Monthly,,,11.73,1116.0,66,0,Riya,India,Meghalaya,Male,1971-06-12,2025-11-24,N,72.0,2.0
5269-QSZUQ,2026-03-01,Organic,2026-03-31,Standard,Monthly,2026-04-29,Poor Streaming Quality,12.22,798.0,90,1,Arjun,India,Kerala,Male,1970-09-22,,,,
8792-MZTQX,2025-08-16,Paid,2025-09-15,Basic,Monthly,,,6.11,476.0,21,0,Vivaan,India,Meghalaya,Female,1971-12-30,2026-04-10,Y,37.0,2.0
5161-SHZQU,2022-08-13,Referral,2023-08-13,Basic,Annual,,,7.52,20.0,27,0,Riya,India,Nagaland,Female,1979-03-20,2025-05-09,N,20.0,1.0
4619-WBCNT,2021-05-20,Organic,2021-06-19,Premium,Monthly,,,24.56,1547.0,46,0,Karan,India,Maharashtra,Male,1988-02-07,2025-12-19,N,28.0,2.0
8095-LQOYR,2023-08-15,Organic,2023-09-14,Standard,Monthly,,,,609.0,20,0,Ishita,India,Gujarat,Female,1995-11-10,2025-04-03,N,89.0,4.0
4182-ZCZEH,2022-05-23,Refferal,2022-06-22,Standard,Monthly,,,16.38,908.0,6,0,Vivaan,India,Delhi,Male,1971-02-05,2026-05-13,N,95.0,4.0
8218-TZTQJ,2026-01-28,Organic,2027-01-28,Standard,Annual,,,14.15,779.0,65,0,Sneha,India,Tamil Nadu,Female,2003-09-01,2024-06-21,N,6.0,1.0
0071-DHBNU,2024-08-27,Organic,2024-09-26,Basic,Monthly,,,8.36,170.0,22,0,Karan,India,Delhi,Male,1985-11-05,2025-09-23,N,20.0,2.0
9632-MWZWM,2024-03-07,Paid,2025-03-07,Premium,Annual,,,24.76,1617.0,10,0,Arjun,India,Kerala,Female,1988-09-09,2026-02-05,N,92.0,3.0
3268-ZGKBU,2025-12-10,Referral,2026-01-09,Premium,Monthly,,,20.54,1572.0,50,0,Karan,India,Gujarat,Male,1999-02-26,2024-04-03,Y,78.0,2.0
6506-CFOOU,2021-08-17,Paid,2021-09-16,Basic,Monthly,,,4.99,152.0,76,0,Priya,India,Uttar Pradesh,Male,1976-12-30,2026-01-18,N,60.0,2.0
2678-YLVGA,2021-04-10,Organic,2022-04-10,Premium,Annual,,,21.9,1496.0,97,0,Sanjay,Nepal,Kathmandu,Male,1994-06-07,2026-06-17,Y,22.0,3.0
0573-JYBJC,2024-02-12,Paid,2025-02-11,Basic,Annual,,,4.99,634.0,40,0,Rahul,India,Telangana,Female,1978-08-18,2025-12-30,N,37.0,2.0
9316-RTSRU,2022-09-22,Paid,2022-10-22,Basic,Monthly,2025-09-09,Poor Support,8.36,20.0,59,1,Karan,India,Rajasthan,Male,1985-07-18,2026-01-27,Y,16.0,1.0
0105-WTTKU,2023-09-23,Referral,2023-10-23,Basic,Monthly,,,10.12,29.0,38,0,Priya,India,West Bengal,Male,1984-10-19,2026-05-31,N,63.0,1.0
3832-BXGCQ,2024-10-16,Refferal,2025-10-16,Standard,Annual,,,10.22,498.0,97,0,Arjun,India,Haryana,Female,1997-01-26,2025-12-02,N,54.0,2.0
2354-WLAYN,2021-07-12,Organic,2021-08-11,Premium,Monthly,2025-11-26,Poor Streaming Quality,20.14,1507.0,25,1,Karan,India,Karnataka,Male,1976-04-16,2023-06-05,Y,56.0,2.0
2647-RNATK,2024-07-30,Referral,2024-08-29,,,,,6.25,459.0,69,0,Ishita,India,Gujarat,Male,1972-05-20,2026-03-24,N,9.0,2.0
7004-XPRGG,2024-05-17,Referral,2025-05-17,,Annual,,,24.52,1722.0,71,0,Pooja,India,Meghalaya,Male,1976-10-28,,,,
4163-WNJUW,2021-01-05,Referral,2021-02-04,Premium,Monthly,,,23.19,1476.0,45,0,Meera,India,Rajasthan,Male,1996-12-19,2024-01-01,Y,47.0,2.0
9026-HSPLK,2026-07-09,Paid,2027-07-09,Standard,Annual,2026-07-26,Poor Streaming Quality,15.99,417.0,59,1,Ananya,India,Delhi,Male,2004-01-09,2024-01-20,N,5.0,1.0
1166-HOXWE,2023-09-26,Organic,2023-10-26,Basic,Monthly,,,7.84,514.0,1,0,Karan,India,Haryana,Female,1979-10-03,2023-05-02,N,93.0,1.0
6800-CRILS,2022-01-07,Paid,2023-01-07,Basic,Annual,,,7.13,170.0,21,0,Neha,India,Rajasthan,Female,1979-04-04,,,,
4262-UNZQH,2023-12-23,Paid,2024-12-22,Basic,Annual,,,7.93,83.0,43,0,Kavya,India,Tamil Nadu,Female,1971-08-11,,,,
7757-KNDDO,2021-10-02,Paid,2022-10-02,Standard,Annual,,,16.91,844.0,76,0,Pooja,India,Maharashtra,Female,1970-06-08,2025-03-03,N,96.0,1.0
1886-ZWSTP,2023-05-04,Organic,2024-05-03,Premium,Annual,,,18.97,1485.0,9,0,Ishita,India,Uttar Pradesh,Female,1996-12-02,2025-07-18,N,75.0,2.0
0625-KMXFM,2023-10-04,Organic,2024-10-03,Basic,Annual,2024-11-28,Poor Support,4.99,186.0,56,1,Vikram,India,Karnataka,Female,1979-04-06,,,,
3456-DCJCB,2026-03-17,Organic,2026-04-16,Standard,Monthly,2026-07-10,Service Quality,11.68,794.0,97,1,Sanjay,India,West Bengal,Female,1994-08-10,2026-07-10,Y,86.0,2.0
3523-FOAHL,2023-05-15,Organic,2023-06-14,Basic,Monthly,,,6.43,385.0,77,0,Neha,India,Telangana,Male,1983-02-05,2026-03-20,N,79.0,3.0
9631-QWILK,2022-04-25,Organic,2022-05-25,Basic,Monthly,2024-08-04,Poor Support,8.53,20.0,84,1,Rahul,India,Haryana,Male,2006-07-22,2025-03-15,N,9.0,2.0
8875-YZTNO,2022-02-17,Organic,2023-02-17,Standard,Annual,2025-09-20,Switched To Competitor,15.34,612.0,73,1,Kavya,India,Rajasthan,Male,1993-03-04,2024-07-19,Y,18.0,2.0
9804-HJXKG,2026-03-27,Organic,2026-04-26,Basic,Monthly,2026-08-19,Too Expensive,7.88,418.0,26,1,Amit,India,Telangana,Female,1978-05-29,2024-06-11,N,6.0,2.0
5614-IXXHN,2025-12-06,Organic,2026-01-05,Basic,Monthly,2026-02-08,Poor Support,7.38,297.0,13,1,Sneha,India,Karnataka,Female,1973-12-06,,,,
9839-TFPQQ,2024-08-22,Paid,2024-09-21,Standard,Monthly,2024-12-20,Too Expensive,16.45,628.0,54,1,Kavya,India,Nagaland,Male,2002-08-13,2024-11-12,N,11.0,1.0
0273-HWGHI,2022-07-21,Paid,2023-07-21,Standard,Annual,,,17.2,715.0,59,0,Aditya,Nepal,Kathmandu,Male,1990-07-05,2026-07-18,N,61.0,3.0
1793-EJWAH,2025-12-04,Organic,2026-01-03,Standard,Monthly,,,13.96,880.0,16,0,Meera,India,Karnataka,Female,1981-09-08,2025-04-13,Y,37.0,3.0
0628-OGUPU,2025-06-10,Referral,2025-07-10,Standard,Monthly,2026-03-16,Poor Support,17.51,749.0,91,1,Ishita,India,West Bengal,Female,2007-02-03,2025-07-02,N,37.0,1.0
6357-LWMYZ,2022-05-15,Paid,2023-05-15,Standard,Annual,,,15.51,1153.0,25,0,Sneha,Nepal,Kathmandu,Female,1982-09-05,2023-04-12,N,35.0,1.0
5899-RGVRX,2023-04-25,Organic,2023-05-25,Standard,Monthly,,,14.61,727.0,45,0,Neha,India,Maharashtra,Male,1995-12-12,2025-05-24,N,74.0,3.0
2687-UMEEO,2024-06-03,Paid,2025-06-03,Standard,Annual,,,14.37,504.0,65,0,Rohan,India,Rajasthan,Female,2003-06-11,2026-02-05,Y,71.0,1.0
3210-CLQIY,2026-05-30,Organic,2026-06-29,Standard,Monthly,,,14.11,994.0,9,0,Aditya,India,Delhi,Female,2000-07-30,2026-07-13,Y,11.0,4.0
7799-NYLDA,2026-06-24,Paid,2027-06-24,Basic,Annual,,,8.1,637.0,69,0,Aditya,India,Nagaland,Male,1988-11-16,2025-08-09,Y,12.0,2.0
9380-YTCHB,2022-07-17,Organic,2022-08-16,Standard,Monthly,,,18.7,982.0,99,0,Sneha,India,West Bengal,Male,1970-08-21,2025-12-11,N,74.0,2.0
0535-GOBZL,2024-05-05,Paid,2024-06-04,Basic,Monthly,,,9.82,126.0,70,0,Sneha,India,Tamil Nadu,Female,1977-05-18,2024-11-22,N,11.0,1.0
2655-NUIBB,2024-08-30,Organic,2024-09-29,Standard,Monthly,2025-04-30,Poor Support,14.4,598.0,90,1,Pooja,India,Punjab,Female,2010-06-06,2026-05-25,N,19.0,5.0
8522-CQJUB,2025-01-01,Organic,2025-01-31,Standard,Monthly,,,16.34,624.0,30,0,Kavya,India,Telangana,Male,1999-02-20,2026-03-20,N,59.0,1.0
8979-SLFZH,2024-04-20,Referral,2025-04-20,Premium,Annual,,,21.96,1232.0,88,0,Meera,Nepal,Kathmandu,Female,1981-07-17,2025-05-24,N,51.0,3.0
4916-KFKDA,2023-02-06,Organic,2024-02-06,Premium,Annual,,,23.33,1537.0,58,0,Priya,India,Haryana,Female,1994-12-14,2024-02-19,N,40.0,1.0
2916-CKWEA,2022-08-09,Paid,2023-08-09,Standard,Annual,,,14.16,682.0,96,0,Rahul,India,West Bengal,Male,1983-12-11,2024-09-30,N,8.0,4.0
1132-NHMAI,2023-12-27,Organic,2024-12-26,Basic,Annual,,,6.22,267.0,2,0,Sanjay,India,West Bengal,Male,1985-03-05,,,,
4115-LOUMV,2022-09-14,Referral,2022-10-14,Premium,Monthly,,,26.69,1562.0,58,0,Meera,India,Maharashtra,Male,1982-09-15,2024-08-31,N,7.0,1.0
5308-GFIPG,2025-06-13,Paid,2026-06-13,Basic,Annual,,,6.17,261.0,20,0,Rahul,India,Maharashtra,Male,1999-08-07,2025-05-22,N,33.0,4.0
9142-MWRIF,2024-07-31,Refferal,2025-07-31,Standard,Annual,2026-01-23,Too Expensive,13.83,1139.0,100,1,Riya,India,Gujarat,Male,1982-06-23,2024-07-16,N,60.0,1.0
7444-IGYMB,2023-05-30,Paid,2023-06-29,Premium,Monthly,,,25.29,1505.0,83,0,Vivaan,India,Meghalaya,Female,1977-06-09,,,,
4959-LWSED,2025-04-23,Paid,2025-05-23,Standard,Monthly,2026-03-30,Service Quality,16.63,876.0,65,1,Pooja,India,Maharashtra,Female,1971-10-21,2026-03-17,Y,89.0,3.0
6044-BIDAX,2023-02-22,Organic,2024-02-22,Standard,Annual,,,13.57,1072.0,55,0,Priya,India,Haryana,Male,1996-01-31,2024-09-21,Y,64.0,2.0
0919-AYEVA,2023-10-22,Referral,2024-10-21,Basic,Annual,,,8.58,591.0,94,0,Vivaan,India,Gujarat,Male,1976-12-23,,,,
1555-CSQMG,2026-03-26,Paid,2026-04-25,Basic,Monthly,,,8.71,629.0,15,0,Arjun,India,Uttar Pradesh,Female,1978-10-24,2025-05-11,N,92.0,1.0
0910-OFPRW,2021-06-19,Organic,2022-06-19,Premium,Annual,,,23.18,,47,0,Ishita,India,Kerala,Female,2006-02-10,2023-06-16,Y,78.0,1.0
4951-AHWNQ,2022-11-28,Referral,2022-12-28,Basic,Monthly,2024-09-26,Poor Streaming Quality,9.14,78.0,35,1,Priya,India,Punjab,Female,1999-10-25,2024-10-06,N,49.0,1.0
4590-EXUZW,2021-11-07,Organic,2021-12-07,Standard,Monthly,,,10.89,983.0,18,0,Ishita,India,Rajasthan,Female,2006-10-27,2023-03-31,N,86.0,1.0
2928-GGXOL,2023-01-22,Referral,2024-01-22,Standard,Annual,,,13.4,607.0,69,0,Meera,India,Haryana,Female,1970-08-13,2026-07-05,Y,44.0,5.0
9682-PXZCJ,2025-10-15,Organic,2026-10-15,Standard,Annual,,,14.36,611.0,91,0,Ishita,India,Karnataka,Female,1983-08-23,,,,
7347-VDIOU,2026-06-07,Paid,2027-06-07,Basic,Annual,,,8.09,583.0,81,0,Rohan,India,Haryana,Male,2009-07-07,2026-05-17,N,64.0,3.0
1150-PHFNK,2025-03-22,Organic,2025-04-21,Basic,Monthly,2026-02-06,Too Expensive,7.83,514.0,58,1,Karan,India,Meghalaya,Female,1998-05-08,2023-08-10,N,43.0,1.0
6365-IVCWA,2024-09-23,Paid,2025-09-23,Standard,Annual,2024-10-04,Poor Streaming Quality,11.66,923.0,68,1,Rahul,India,West Bengal,Female,1970-07-27,2024-06-23,N,52.0,2.0
7364-JJASE,2023-02-06,Paid,2023-03-08,Standard,Monthly,,,13.38,757.0,29,0,Rahul,India,Tamil Nadu,Female,2006-04-16,2025-05-29,N,95.0,1.0
6599-SVSHT,2023-04-01,Organic,2023-05-01,Premium,Monthly,2025-07-04,Forgot To Cancel Trial,22.63,2277.0,43,1,Ananya,India,Meghalaya,Male,1993-07-03,2024-04-27,Y,16.0,1.0
8262-IDXDP,2026-08-07,Organic,2027-08-07,Standard,Annual,,,16.47,935.0,87,0,Neha,India,Delhi,Female,1979-01-24,2024-12-27,N,74.0,4.0
2380-DUDRS,2024-07-27,Organic,2024-08-26,Standard,Monthly,,,11.11,906.0,55,0,Sneha,Nepal,Kathmandu,Male,1982-10-14,2025-08-21,N,59.0,2.0
0624-EUNDZ,2026-01-14,Organic,2027-01-14,Basic,Annual,2026-02-13,Switched To Competitor,6.12,,100,1,Rohan,India,Nagaland,Female,1992-11-16,2026-03-21,N,94.0,2.0
2667-AYAOZ,2024-09-03,Organic,2025-09-03,Standard,Annual,,,13.87,724.0,32,0,Vivaan,India,Rajasthan,Male,1991-03-03,2025-03-10,N,84.0,2.0
5787-PKDOX,2023-07-19,Organic,2023-08-18,Standard,Monthly,,,14.8,733.0,99,0,Vikram,India,Karnataka,Female,1996-12-07,2024-11-15,N,22.0,2.0
0932-WKNEQ,2022-01-23,Paid,2022-02-22,Premium,Monthly,,,27.39,1396.0,11,0,Kavya,India,Gujarat,Female,1976-09-03,2025-12-21,N,65.0,1.0
1842-HSBLP,2023-09-10,Organic,2023-10-10,Standard,Monthly,,,11.76,717.0,11,0,Ishita,India,Delhi,Male,1976-02-28,2024-04-18,N,16.0,1.0
1340-HIRZV,2025-06-27,Referral,2025-07-27,,Monthly,,,12.74,741.0,85,0,Meera,India,Tamil Nadu,Male,1971-06-28,2025-10-11,N,61.0,1.0
1916-ABPEG,2024-09-01,Organic,2025-09-01,Premium,Annual,2025-03-30,Forgot To Cancel Trial,21.37,1729.0,3,1,Pooja,Nepal,Kathmandu,Female,2010-01-15,2024-10-17,N,96.0,1.0
